日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
2017/12/29 07:00:00,112.859,112.879,112.846,112.878,112.883,112.942,112.883,112.922
2017/12/29 07:01:00,112.878,112.878,112.851,112.857,112.922,112.938,112.901,112.937
2017/12/29 07:02:00,112.857,112.873,112.847,112.873,112.937,112.937,112.896,112.897
2017/12/29 07:03:00,112.873,112.873,112.851,112.864,112.897,112.924,112.897,112.908
2017/12/29 07:04:00,112.864,112.876,112.85,112.861,112.908,112.92,112.904,112.905
2017/12/29 07:05:00,112.861,112.873,112.848,112.869,112.905,112.916,112.887,112.893
2017/12/29 07:06:00,112.869,112.875,112.855,112.858,112.893,112.911,112.888,112.902
2017/12/29 07:07:00,112.858,112.874,112.853,112.865,112.902,112.907,112.887,112.889
2017/12/29 07:08:00,112.865,112.871,112.851,112.855,112.889,112.905,112.875,112.879
2017/12/29 07:09:00,112.855,112.862,112.855,112.857,112.879,112.882,112.874,112.881
2017/12/29 07:10:00,112.857,112.874,112.857,112.871,112.881,112.882,112.869,112.874
2017/12/29 07:11:00,112.871,112.886,112.868,112.883,112.874,112.898,112.871,112.895
2017/12/29 07:12:00,112.883,112.891,112.859,112.879,112.895,112.914,112.883,112.891
2017/12/29 07:13:00,112.879,112.886,112.86,112.882,112.891,112.912,112.883,112.894
2017/12/29 07:14:00,112.882,112.888,112.861,112.875,112.894,112.909,112.883,112.887
2017/12/29 07:15:00,112.875,112.889,112.863,112.865,112.887,112.915,112.886,112.909
2017/12/29 07:16:00,112.865,112.894,112.861,112.882,112.909,112.92,112.881,112.894
2017/12/29 07:17:00,112.882,112.888,112.872,112.874,112.894,112.9,112.879,112.886
2017/12/29 07:18:00,112.874,112.89,112.871,112.882,112.886,112.902,112.878,112.894
2017/12/29 07:19:00,112.882,112.888,112.871,112.878,112.894,112.898,112.88,112.89
2017/12/29 07:20:00,112.878,112.886,112.875,112.886,112.89,112.898,112.882,112.898
2017/12/29 07:21:00,112.886,112.897,112.863,112.887,112.898,112.922,112.886,112.899
2017/12/29 07:22:00,112.887,112.894,112.882,112.885,112.899,112.901,112.89,112.897
2017/12/29 07:23:00,112.885,112.9,112.885,112.89,112.897,112.91,112.892,112.902
2017/12/29 07:24:00,112.89,112.898,112.889,112.898,112.902,112.909,112.898,112.901
2017/12/29 07:25:00,112.898,112.899,112.884,112.895,112.901,112.907,112.896,112.898
2017/12/29 07:26:00,112.895,112.905,112.886,112.886,112.898,112.908,112.897,112.898
2017/12/29 07:27:00,112.886,112.898,112.886,112.896,112.898,112.906,112.895,112.899
2017/12/29 07:28:00,112.896,112.898,112.891,112.894,112.899,112.906,112.897,112.897
2017/12/29 07:29:00,112.894,112.9,112.874,112.898,112.897,112.919,112.892,112.901
2017/12/29 07:30:00,112.898,112.898,112.837,112.879,112.901,112.918,112.871,112.882
2017/12/29 07:31:00,112.879,112.902,112.831,112.892,112.882,112.931,112.873,112.904
2017/12/29 07:32:00,112.892,112.921,112.851,112.919,112.904,112.973,112.897,112.963
2017/12/29 07:33:00,112.919,112.922,112.822,112.839,112.963,112.971,112.878,112.883
2017/12/29 07:34:00,112.839,112.879,112.838,112.858,112.883,112.912,112.882,112.902
2017/12/29 07:35:00,112.858,112.876,112.853,112.875,112.902,112.904,112.883,112.887
2017/12/29 07:36:00,112.875,112.904,112.867,112.878,112.887,112.931,112.887,112.922
2017/12/29 07:37:00,112.878,112.881,112.843,112.851,112.922,112.925,112.887,112.895
2017/12/29 07:38:00,112.851,112.858,112.849,112.855,112.895,112.902,112.893,112.899
2017/12/29 07:39:00,112.855,112.893,112.855,112.892,112.899,112.901,112.885,112.895
2017/12/29 07:40:00,112.892,112.903,112.874,112.89,112.895,112.947,112.895,112.902
2017/12/29 07:41:00,112.89,112.9,112.869,112.899,112.902,112.921,112.897,112.902
2017/12/29 07:42:00,112.899,112.908,112.883,112.891,112.902,112.915,112.889,112.903
2017/12/29 07:43:00,112.891,112.891,112.878,112.885,112.903,112.903,112.889,112.897
2017/12/29 07:44:00,112.885,112.888,112.884,112.888,112.897,112.9,112.896,112.9
2017/12/29 07:45:00,112.888,112.891,112.886,112.888,112.9,112.903,112.898,112.9
2017/12/29 07:46:00,112.888,112.893,112.877,112.885,112.9,112.923,112.89,112.897
2017/12/29 07:47:00,112.885,112.899,112.88,112.885,112.897,112.911,112.892,112.897
2017/12/29 07:48:00,112.885,112.888,112.883,112.883,112.897,112.9,112.895,112.895
2017/12/29 07:49:00,112.883,112.892,112.882,112.883,112.895,112.897,112.891,112.895
2017/12/29 07:50:00,112.883,112.896,112.88,112.883,112.895,112.908,112.892,112.895
2017/12/29 07:51:00,112.883,112.887,112.881,112.886,112.895,112.899,112.893,112.898
2017/12/29 07:52:00,112.886,112.889,112.881,112.886,112.898,112.899,112.887,112.889
2017/12/29 07:53:00,112.886,112.89,112.874,112.875,112.889,112.899,112.877,112.878
2017/12/29 07:54:00,112.875,112.883,112.874,112.875,112.878,112.886,112.877,112.878
2017/12/29 07:55:00,112.875,112.883,112.872,112.882,112.878,112.886,112.875,112.885
2017/12/29 07:56:00,112.882,112.885,112.879,112.879,112.885,112.888,112.882,112.882
2017/12/29 07:57:00,112.879,112.882,112.878,112.88,112.882,112.885,112.881,112.883
2017/12/29 07:58:00,112.88,112.886,112.876,112.884,112.883,112.889,112.879,112.887
2017/12/29 07:59:00,112.884,112.885,112.879,112.885,112.887,112.888,112.882,112.888
2017/12/29 08:00:00,112.885,112.886,112.876,112.883,112.888,112.889,112.879,112.886
2017/12/29 08:01:00,112.883,112.884,112.872,112.874,112.886,112.887,112.875,112.877
2017/12/29 08:02:00,112.874,112.879,112.874,112.879,112.877,112.882,112.877,112.882
2017/12/29 08:03:00,112.879,112.881,112.871,112.879,112.882,112.884,112.874,112.882
2017/12/29 08:04:00,112.879,112.881,112.874,112.878,112.882,112.884,112.877,112.881
2017/12/29 08:05:00,112.878,112.885,112.878,112.884,112.881,112.888,112.881,112.887
2017/12/29 08:06:00,112.884,112.886,112.88,112.884,112.887,112.889,112.883,112.887
2017/12/29 08:07:00,112.884,112.886,112.882,112.883,112.887,112.889,112.885,112.886
2017/12/29 08:08:00,112.883,112.886,112.882,112.883,112.886,112.889,112.885,112.886
2017/12/29 08:09:00,112.883,112.885,112.881,112.882,112.886,112.888,112.884,112.885
2017/12/29 08:10:00,112.882,112.884,112.88,112.883,112.885,112.887,112.883,112.886
2017/12/29 08:11:00,112.883,112.895,112.882,112.895,112.886,112.898,112.885,112.898
2017/12/29 08:12:00,112.895,112.899,112.888,112.894,112.898,112.902,112.891,112.897
2017/12/29 08:13:00,112.894,112.896,112.889,112.89,112.897,112.899,112.892,112.893
2017/12/29 08:14:00,112.89,112.894,112.89,112.894,112.893,112.897,112.893,112.897
2017/12/29 08:15:00,112.894,112.898,112.893,112.897,112.897,112.901,112.896,112.9
2017/12/29 08:16:00,112.897,112.912,112.895,112.909,112.9,112.915,112.898,112.912
2017/12/29 08:17:00,112.909,112.909,112.905,112.908,112.912,112.912,112.908,112.911
2017/12/29 08:18:00,112.908,112.91,112.903,112.904,112.911,112.913,112.906,112.907
2017/12/29 08:19:00,112.904,112.905,112.893,112.894,112.907,112.908,112.896,112.897
2017/12/29 08:20:00,112.894,112.898,112.89,112.893,112.897,112.901,112.893,112.896
2017/12/29 08:21:00,112.893,112.894,112.89,112.891,112.896,112.897,112.893,112.894
2017/12/29 08:22:00,112.891,112.894,112.89,112.892,112.894,112.897,112.893,112.895
2017/12/29 08:23:00,112.892,112.898,112.892,112.897,112.895,112.901,112.895,112.9
2017/12/29 08:24:00,112.897,112.899,112.895,112.896,112.9,112.902,112.898,112.899
2017/12/29 08:25:00,112.896,112.897,112.889,112.892,112.899,112.9,112.892,112.895
2017/12/29 08:26:00,112.892,112.892,112.887,112.889,112.895,112.895,112.89,112.892
2017/12/29 08:27:00,112.889,112.893,112.889,112.893,112.892,112.896,112.892,112.896
2017/12/29 08:28:00,112.893,112.894,112.889,112.894,112.896,112.897,112.892,112.897
2017/12/29 08:29:00,112.894,112.894,112.888,112.893,112.897,112.897,112.891,112.896
2017/12/29 08:30:00,112.893,112.894,112.888,112.888,112.896,112.897,112.891,112.891
2017/12/29 08:31:00,112.888,112.891,112.888,112.89,112.891,112.894,112.891,112.893
2017/12/29 08:32:00,112.89,112.892,112.889,112.889,112.893,112.895,112.892,112.892
2017/12/29 08:33:00,112.889,112.891,112.889,112.889,112.892,112.894,112.892,112.892
2017/12/29 08:34:00,112.889,112.89,112.887,112.889,112.892,112.893,112.89,112.892
2017/12/29 08:35:00,112.889,112.89,112.874,112.876,112.892,112.893,112.877,112.879
2017/12/29 08:36:00,112.876,112.88,112.875,112.877,112.879,112.883,112.878,112.88
2017/12/29 08:37:00,112.877,112.882,112.876,112.879,112.88,112.885,112.879,112.882
2017/12/29 08:38:00,112.879,112.879,112.873,112.877,112.882,112.882,112.876,112.88
2017/12/29 08:39:00,112.877,112.883,112.876,112.877,112.88,112.886,112.879,112.88
2017/12/29 08:40:00,112.877,112.877,112.873,112.873,112.88,112.88,112.876,112.876
2017/12/29 08:41:00,112.873,112.876,112.873,112.874,112.876,112.879,112.876,112.877
2017/12/29 08:42:00,112.874,112.877,112.871,112.877,112.877,112.88,112.874,112.88
2017/12/29 08:43:00,112.877,112.883,112.875,112.877,112.88,112.886,112.878,112.88
2017/12/29 08:44:00,112.877,112.878,112.871,112.873,112.88,112.881,112.874,112.876
2017/12/29 08:45:00,112.873,112.873,112.861,112.871,112.876,112.876,112.864,112.874
2017/12/29 08:46:00,112.871,112.885,112.869,112.883,112.874,112.888,112.872,112.886
2017/12/29 08:47:00,112.883,112.885,112.876,112.88,112.886,112.888,112.879,112.883
2017/12/29 08:48:00,112.88,112.881,112.877,112.877,112.883,112.884,112.88,112.88
2017/12/29 08:49:00,112.877,112.88,112.876,112.877,112.88,112.883,112.879,112.88
2017/12/29 08:50:00,112.877,112.88,112.876,112.878,112.88,112.883,112.879,112.881
2017/12/29 08:51:00,112.878,112.885,112.877,112.885,112.881,112.888,112.88,112.888
2017/12/29 08:52:00,112.885,112.891,112.883,112.886,112.888,112.894,112.886,112.889
2017/12/29 08:53:00,112.886,112.892,112.883,112.888,112.889,112.895,112.886,112.891
2017/12/29 08:54:00,112.888,112.892,112.885,112.889,112.891,112.895,112.888,112.892
2017/12/29 08:55:00,112.889,112.89,112.888,112.888,112.892,112.893,112.891,112.891
2017/12/29 08:56:00,112.888,112.888,112.878,112.883,112.891,112.891,112.881,112.886
2017/12/29 08:57:00,112.883,112.883,112.875,112.879,112.886,112.886,112.878,112.882
2017/12/29 08:58:00,112.879,112.88,112.878,112.879,112.882,112.883,112.881,112.882
2017/12/29 08:59:00,112.879,112.881,112.877,112.877,112.882,112.884,112.88,112.88
2017/12/29 09:00:00,112.877,112.881,112.874,112.878,112.88,112.884,112.877,112.881
2017/12/29 09:01:00,112.878,112.89,112.875,112.885,112.881,112.893,112.878,112.888
2017/12/29 09:02:00,112.885,112.889,112.883,112.885,112.888,112.892,112.886,112.888
2017/12/29 09:03:00,112.885,112.894,112.884,112.893,112.888,112.897,112.887,112.896
2017/12/29 09:04:00,112.893,112.894,112.888,112.89,112.896,112.897,112.891,112.893
2017/12/29 09:05:00,112.89,112.896,112.886,112.888,112.893,112.899,112.889,112.891
2017/12/29 09:06:00,112.888,112.902,112.886,112.897,112.891,112.905,112.889,112.9
2017/12/29 09:07:00,112.897,112.911,112.897,112.901,112.9,112.914,112.9,112.904
2017/12/29 09:08:00,112.901,112.905,112.898,112.902,112.904,112.908,112.901,112.905
2017/12/29 09:09:00,112.902,112.903,112.896,112.9,112.905,112.906,112.899,112.903
2017/12/29 09:10:00,112.9,112.903,112.896,112.901,112.903,112.906,112.899,112.904
2017/12/29 09:11:00,112.901,112.906,112.898,112.9,112.904,112.909,112.901,112.903
2017/12/29 09:12:00,112.9,112.912,112.895,112.911,112.903,112.915,112.898,112.914
2017/12/29 09:13:00,112.911,112.923,112.906,112.919,112.914,112.926,112.909,112.922
2017/12/29 09:14:00,112.919,112.929,112.917,112.926,112.922,112.932,112.92,112.929
2017/12/29 09:15:00,112.926,112.954,112.924,112.939,112.929,112.957,112.927,112.942
2017/12/29 09:16:00,112.939,112.963,112.938,112.954,112.942,112.966,112.941,112.957
2017/12/29 09:17:00,112.954,112.961,112.953,112.956,112.957,112.964,112.956,112.959
2017/12/29 09:18:00,112.956,112.959,112.95,112.951,112.959,112.962,112.953,112.954
2017/12/29 09:19:00,112.951,112.961,112.948,112.956,112.954,112.964,112.951,112.959
2017/12/29 09:20:00,112.956,112.957,112.95,112.952,112.959,112.96,112.953,112.955
2017/12/29 09:21:00,112.952,112.953,112.939,112.947,112.955,112.956,112.942,112.95
2017/12/29 09:22:00,112.947,112.956,112.945,112.952,112.95,112.959,112.948,112.955
2017/12/29 09:23:00,112.952,112.953,112.95,112.95,112.955,112.956,112.953,112.953
2017/12/29 09:24:00,112.95,112.962,112.946,112.961,112.953,112.965,112.949,112.964
2017/12/29 09:25:00,112.961,112.962,112.953,112.954,112.964,112.965,112.956,112.957
2017/12/29 09:26:00,112.954,112.968,112.954,112.966,112.957,112.971,112.957,112.969
2017/12/29 09:27:00,112.966,112.969,112.964,112.967,112.969,112.972,112.967,112.97
2017/12/29 09:28:00,112.967,112.969,112.963,112.966,112.97,112.972,112.966,112.969
2017/12/29 09:29:00,112.966,112.967,112.962,112.964,112.969,112.97,112.965,112.967
2017/12/29 09:30:00,112.964,112.965,112.953,112.96,112.967,112.968,112.956,112.963
2017/12/29 09:31:00,112.96,112.962,112.955,112.959,112.963,112.965,112.958,112.962
2017/12/29 09:32:00,112.959,112.964,112.957,112.96,112.962,112.967,112.96,112.963
2017/12/29 09:33:00,112.96,112.96,112.956,112.959,112.963,112.963,112.959,112.962
2017/12/29 09:34:00,112.959,112.963,112.958,112.959,112.962,112.966,112.961,112.962
2017/12/29 09:35:00,112.959,112.961,112.953,112.953,112.962,112.964,112.956,112.956
2017/12/29 09:36:00,112.953,112.955,112.945,112.945,112.956,112.958,112.948,112.948
2017/12/29 09:37:00,112.945,112.951,112.933,112.937,112.948,112.954,112.936,112.94
2017/12/29 09:38:00,112.937,112.938,112.932,112.935,112.94,112.941,112.935,112.938
2017/12/29 09:39:00,112.935,112.937,112.927,112.933,112.938,112.94,112.93,112.936
