日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
2016/11/03 06:00:00,103.282,103.306,103.282,103.297,103.319,103.335,103.308,103.333
2016/11/03 06:01:00,103.297,103.312,103.297,103.31,103.333,103.349,103.327,103.349
2016/11/03 06:02:00,103.31,103.32,103.3,103.32,103.349,103.349,103.333,103.335
2016/11/03 06:03:00,103.32,103.32,103.316,103.318,103.335,103.342,103.332,103.342
2016/11/03 06:04:00,103.318,103.318,103.317,103.318,103.342,103.342,103.341,103.342
2016/11/03 06:05:00,103.318,103.342,103.318,103.342,103.342,103.357,103.339,103.357
2016/11/03 06:06:00,103.342,103.344,103.34,103.341,103.357,103.366,103.355,103.356
2016/11/03 06:07:00,103.341,103.344,103.325,103.328,103.356,103.365,103.351,103.352
2016/11/03 06:08:00,103.328,103.334,103.327,103.331,103.352,103.358,103.351,103.355
2016/11/03 06:09:00,103.331,103.334,103.318,103.318,103.355,103.355,103.338,103.342
2016/11/03 06:10:00,103.318,103.333,103.318,103.328,103.342,103.342,103.33,103.331
2016/11/03 06:11:00,103.328,103.33,103.326,103.33,103.331,103.333,103.329,103.333
2016/11/03 06:12:00,103.33,103.331,103.327,103.328,103.333,103.334,103.33,103.331
2016/11/03 06:13:00,103.328,103.336,103.327,103.334,103.331,103.339,103.33,103.337
2016/11/03 06:14:00,103.334,103.339,103.331,103.336,103.337,103.342,103.334,103.339
2016/11/03 06:15:00,103.336,103.338,103.327,103.329,103.339,103.341,103.33,103.332
2016/11/03 06:16:00,103.329,103.333,103.328,103.329,103.332,103.336,103.331,103.332
2016/11/03 06:17:00,103.329,103.331,103.328,103.33,103.332,103.334,103.331,103.333
2016/11/03 06:18:00,103.33,103.332,103.328,103.331,103.333,103.335,103.331,103.334
2016/11/03 06:19:00,103.331,103.331,103.327,103.331,103.334,103.334,103.33,103.334
2016/11/03 06:20:00,103.331,103.332,103.324,103.327,103.334,103.335,103.327,103.33
2016/11/03 06:21:00,103.327,103.329,103.325,103.327,103.33,103.332,103.328,103.33
2016/11/03 06:22:00,103.327,103.335,103.326,103.326,103.33,103.338,103.329,103.329
2016/11/03 06:23:00,103.326,103.327,103.308,103.309,103.329,103.33,103.311,103.312
2016/11/03 06:24:00,103.309,103.315,103.28,103.302,103.312,103.331,103.294,103.305
2016/11/03 06:25:00,103.302,103.329,103.3,103.322,103.305,103.332,103.303,103.325
2016/11/03 06:26:00,103.322,103.325,103.32,103.324,103.325,103.328,103.323,103.327
2016/11/03 06:27:00,103.324,103.325,103.32,103.322,103.327,103.328,103.323,103.325
2016/11/03 06:28:00,103.322,103.325,103.315,103.319,103.325,103.328,103.318,103.322
2016/11/03 06:29:00,103.319,103.326,103.318,103.322,103.322,103.329,103.321,103.325
2016/11/03 06:30:00,103.322,103.358,103.311,103.353,103.325,103.37,103.324,103.356
2016/11/03 06:31:00,103.353,103.355,103.331,103.335,103.356,103.366,103.347,103.363
2016/11/03 06:32:00,103.335,103.35,103.333,103.347,103.363,103.365,103.345,103.35
2016/11/03 06:33:00,103.347,103.35,103.332,103.341,103.35,103.364,103.342,103.344
2016/11/03 06:34:00,103.341,103.348,103.333,103.343,103.344,103.361,103.343,103.346
2016/11/03 06:35:00,103.343,103.349,103.331,103.342,103.346,103.359,103.344,103.345
2016/11/03 06:36:00,103.342,103.347,103.321,103.327,103.345,103.361,103.324,103.33
2016/11/03 06:37:00,103.327,103.328,103.308,103.321,103.33,103.361,103.321,103.357
2016/11/03 06:38:00,103.321,103.329,103.305,103.318,103.357,103.365,103.325,103.354
2016/11/03 06:39:00,103.318,103.332,103.31,103.321,103.354,103.368,103.329,103.357
2016/11/03 06:40:00,103.321,103.33,103.311,103.327,103.357,103.366,103.347,103.363
