日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
2016/11/09 07:00:00,105.139,105.173,105.113,105.154,105.187,105.209,105.154,105.201
2016/11/09 07:01:00,105.154,105.171,105.151,105.157,105.201,105.207,105.19,105.201
2016/11/09 07:02:00,105.157,105.172,105.157,105.171,105.201,105.208,105.195,105.207
2016/11/09 07:03:00,105.171,105.226,105.167,105.22,105.207,105.258,105.203,105.256
2016/11/09 07:04:00,105.22,105.236,105.193,105.195,105.256,105.256,105.217,105.219
2016/11/09 07:05:00,105.195,105.217,105.182,105.212,105.219,105.242,105.204,105.236
2016/11/09 07:06:00,105.212,105.217,105.195,105.216,105.236,105.248,105.224,105.24
2016/11/09 07:07:00,105.216,105.236,105.211,105.225,105.24,105.256,105.233,105.249
2016/11/09 07:08:00,105.225,105.229,105.21,105.228,105.249,105.253,105.238,105.243
2016/11/09 07:09:00,105.228,105.229,105.221,105.224,105.243,105.247,105.237,105.239
2016/11/09 07:10:00,105.224,105.23,105.213,105.218,105.239,105.243,105.216,105.221
2016/11/09 07:11:00,105.218,105.224,105.203,105.205,105.221,105.227,105.206,105.208
2016/11/09 07:12:00,105.205,105.209,105.188,105.204,105.208,105.221,105.196,105.207
2016/11/09 07:13:00,105.204,105.207,105.147,105.175,105.207,105.221,105.171,105.178
2016/11/09 07:14:00,105.175,105.213,105.169,105.175,105.178,105.216,105.176,105.211
2016/11/09 07:15:00,105.175,105.225,105.172,105.215,105.211,105.235,105.199,105.218
2016/11/09 07:16:00,105.215,105.226,105.184,105.2,105.218,105.233,105.206,105.228
2016/11/09 07:17:00,105.2,105.223,105.187,105.202,105.228,105.235,105.213,105.23
2016/11/09 07:18:00,105.202,105.225,105.201,105.214,105.23,105.233,105.212,105.217
2016/11/09 07:19:00,105.214,105.214,105.176,105.203,105.217,105.231,105.203,105.206
2016/11/09 07:20:00,105.203,105.212,105.189,105.19,105.206,105.226,105.192,105.193
2016/11/09 07:21:00,105.19,105.192,105.185,105.191,105.193,105.195,105.188,105.194
2016/11/09 07:22:00,105.191,105.196,105.185,105.191,105.194,105.199,105.188,105.194
2016/11/09 07:23:00,105.191,105.194,105.17,105.184,105.194,105.222,105.177,105.187
2016/11/09 07:24:00,105.184,105.189,105.164,105.17,105.187,105.2,105.183,105.198
2016/11/09 07:25:00,105.17,105.188,105.17,105.187,105.198,105.2,105.183,105.19
2016/11/09 07:26:00,105.187,105.196,105.183,105.187,105.19,105.199,105.186,105.19
2016/11/09 07:27:00,105.187,105.193,105.187,105.189,105.19,105.196,105.19,105.192
2016/11/09 07:28:00,105.189,105.194,105.186,105.191,105.192,105.197,105.189,105.194
2016/11/09 07:29:00,105.191,105.193,105.188,105.188,105.194,105.196,105.191,105.191
2016/11/09 07:30:00,105.188,105.201,105.176,105.176,105.191,105.218,105.191,105.204
2016/11/09 07:31:00,105.176,105.191,105.167,105.173,105.204,105.209,105.184,105.209
2016/11/09 07:32:00,105.173,105.193,105.158,105.168,105.209,105.215,105.191,105.204
2016/11/09 07:33:00,105.168,105.172,105.164,105.165,105.204,105.204,105.196,105.201
2016/11/09 07:34:00,105.165,105.168,105.162,105.168,105.201,105.204,105.194,105.196
2016/11/09 07:35:00,105.168,105.183,105.164,105.18,105.196,105.201,105.181,105.183
2016/11/09 07:36:00,105.18,105.205,105.165,105.176,105.183,105.221,105.182,105.204
2016/11/09 07:37:00,105.176,105.198,105.162,105.178,105.204,105.214,105.187,105.214
2016/11/09 07:38:00,105.178,105.185,105.176,105.18,105.214,105.221,105.212,105.216
2016/11/09 07:39:00,105.18,105.216,105.162,105.19,105.216,105.229,105.197,105.226
2016/11/09 07:40:00,105.19,105.203,105.185,105.203,105.226,105.229,105.206,105.206
2016/11/09 07:41:00,105.203,105.224,105.186,105.192,105.206,105.244,105.206,105.228
2016/11/09 07:42:00,105.192,105.195,105.189,105.19,105.228,105.231,105.225,105.226
2016/11/09 07:43:00,105.19,105.191,105.172,105.177,105.226,105.227,105.205,105.213
2016/11/09 07:44:00,105.177,105.187,105.176,105.177,105.213,105.22,105.205,105.205
2016/11/09 07:45:00,105.177,105.189,105.164,105.183,105.205,105.212,105.18,105.186
2016/11/09 07:46:00,105.183,105.184,105.124,105.135,105.186,105.202,105.156,105.163
2016/11/09 07:47:00,105.135,105.191,105.133,105.191,105.163,105.212,105.159,105.194
2016/11/09 07:48:00,105.191,105.191,105.135,105.161,105.194,105.205,105.167,105.197
2016/11/09 07:49:00,105.161,105.164,105.156,105.156,105.197,105.2,105.192,105.192
2016/11/09 07:50:00,105.156,105.156,105.098,105.112,105.192,105.192,105.134,105.148
2016/11/09 07:51:00,105.112,105.122,105.078,105.096,105.148,105.158,105.113,105.137
2016/11/09 07:52:00,105.096,105.122,105.077,105.122,105.137,105.145,105.097,105.125
2016/11/09 07:53:00,105.122,105.147,105.116,105.124,105.125,105.183,105.124,105.16
2016/11/09 07:54:00,105.124,105.16,105.092,105.099,105.16,105.184,105.128,105.135
2016/11/09 07:55:00,105.099,105.135,105.096,105.113,105.135,105.171,105.116,105.149
2016/11/09 07:56:00,105.113,105.137,105.072,105.078,105.149,105.173,105.104,105.106
2016/11/09 07:57:00,105.078,105.13,105.078,105.109,105.106,105.166,105.106,105.112
2016/11/09 07:58:00,105.109,105.112,105.073,105.104,105.112,105.148,105.088,105.107
2016/11/09 07:59:00,105.104,105.133,105.098,105.099,105.107,105.167,105.107,105.137
2016/11/09 08:00:00,105.099,105.125,105.086,105.104,105.137,105.184,105.119,105.147
2016/11/09 08:01:00,105.104,105.108,105.063,105.093,105.147,105.16,105.105,105.121
2016/11/09 08:02:00,105.093,105.115,105.047,105.08,105.121,105.128,105.08,105.083
2016/11/09 08:03:00,105.08,105.093,105.052,105.086,105.083,105.122,105.07,105.089
2016/11/09 08:04:00,105.086,105.099,105.063,105.085,105.089,105.131,105.081,105.123
2016/11/09 08:05:00,105.085,105.138,105.08,105.131,105.123,105.181,105.101,105.174
2016/11/09 08:06:00,105.131,105.167,105.129,105.149,105.174,105.21,105.172,105.189
2016/11/09 08:07:00,105.149,105.193,105.147,105.172,105.189,105.204,105.17,105.175
2016/11/09 08:08:00,105.172,105.189,105.158,105.179,105.175,105.198,105.173,105.182
2016/11/09 08:09:00,105.179,105.191,105.165,105.182,105.182,105.208,105.175,105.185
2016/11/09 08:10:00,105.182,105.189,105.161,105.161,105.185,105.208,105.18,105.197
2016/11/09 08:11:00,105.161,105.195,105.155,105.159,105.197,105.218,105.178,105.196
2016/11/09 08:12:00,105.159,105.175,105.144,105.146,105.196,105.201,105.174,105.182
2016/11/09 08:13:00,105.146,105.161,105.119,105.119,105.182,105.187,105.154,105.161
2016/11/09 08:14:00,105.119,105.187,105.119,105.169,105.161,105.207,105.161,105.197
2016/11/09 08:15:00,105.169,105.182,105.15,105.168,105.197,105.208,105.175,105.204
2016/11/09 08:16:00,105.168,105.192,105.167,105.173,105.204,105.208,105.17,105.176
2016/11/09 08:17:00,105.173,105.173,105.135,105.158,105.176,105.187,105.159,105.161
2016/11/09 08:18:00,105.158,105.16,105.123,105.129,105.161,105.172,105.142,105.165
2016/11/09 08:19:00,105.129,105.147,105.129,105.136,105.165,105.167,105.15,105.164
2016/11/09 08:20:00,105.136,105.158,105.127,105.157,105.164,105.171,105.142,105.16
2016/11/09 08:21:00,105.157,105.166,105.148,105.162,105.16,105.169,105.151,105.165
2016/11/09 08:22:00,105.162,105.166,105.157,105.16,105.165,105.169,105.16,105.163
2016/11/09 08:23:00,105.16,105.165,105.154,105.163,105.163,105.168,105.157,105.166
2016/11/09 08:24:00,105.163,105.175,105.141,105.174,105.166,105.178,105.151,105.177
2016/11/09 08:25:00,105.174,105.175,105.138,105.156,105.177,105.178,105.156,105.159
2016/11/09 08:26:00,105.156,105.16,105.129,105.144,105.159,105.167,105.141,105.147
2016/11/09 08:27:00,105.144,105.147,105.129,105.131,105.147,105.15,105.132,105.134
2016/11/09 08:28:00,105.131,105.136,105.105,105.108,105.134,105.14,105.108,105.111
2016/11/09 08:29:00,105.108,105.118,105.105,105.112,105.111,105.121,105.108,105.115
2016/11/09 08:30:00,105.112,105.116,105.096,105.11,105.115,105.119,105.099,105.113
2016/11/09 08:31:00,105.11,105.137,105.106,105.127,105.113,105.14,105.109,105.13
2016/11/09 08:32:00,105.127,105.132,105.122,105.13,105.13,105.135,105.125,105.133
2016/11/09 08:33:00,105.13,105.133,105.126,105.126,105.133,105.136,105.129,105.129
2016/11/09 08:34:00,105.126,105.126,105.116,105.119,105.129,105.129,105.119,105.122
2016/11/09 08:35:00,105.119,105.138,105.117,105.137,105.122,105.141,105.12,105.14
2016/11/09 08:36:00,105.137,105.147,105.132,105.134,105.14,105.15,105.135,105.137
2016/11/09 08:37:00,105.134,105.135,105.093,105.114,105.137,105.138,105.107,105.117
2016/11/09 08:38:00,105.114,105.116,105.073,105.088,105.117,105.119,105.086,105.091
2016/11/09 08:39:00,105.088,105.12,105.073,105.075,105.091,105.136,105.085,105.103
2016/11/09 08:40:00,105.075,105.118,105.075,105.085,105.103,105.121,105.088,105.088
2016/11/09 08:41:00,105.085,105.098,105.065,105.096,105.088,105.101,105.069,105.099
2016/11/09 08:42:00,105.096,105.108,105.069,105.087,105.099,105.124,105.072,105.09
2016/11/09 08:43:00,105.087,105.093,105.07,105.083,105.09,105.096,105.073,105.086
2016/11/09 08:44:00,105.083,105.084,105.04,105.043,105.086,105.087,105.043,105.071
2016/11/09 08:45:00,105.043,105.069,104.979,104.984,105.071,105.078,104.985,104.987
2016/11/09 08:46:00,104.984,105.029,104.977,105.023,104.987,105.039,104.98,105.026
2016/11/09 08:47:00,105.023,105.054,105.023,105.054,105.026,105.057,105.026,105.057
2016/11/09 08:48:00,105.054,105.055,105.003,105.009,105.057,105.074,105.006,105.012
2016/11/09 08:49:00,105.009,105.009,104.988,104.993,105.012,105.02,104.991,104.996
2016/11/09 08:50:00,104.993,105.028,104.97,104.982,104.996,105.031,104.98,104.985
2016/11/09 08:51:00,104.982,105.005,104.966,104.979,104.985,105.029,104.969,104.982
2016/11/09 08:52:00,104.979,104.988,104.96,104.982,104.982,105.006,104.975,104.985
2016/11/09 08:53:00,104.982,105.027,104.969,105.018,104.985,105.03,104.972,105.021
2016/11/09 08:54:00,105.018,105.066,104.986,104.999,105.021,105.08,104.989,105.002
2016/11/09 08:55:00,104.999,105.018,104.992,105.002,105.002,105.021,104.997,105.005
2016/11/09 08:56:00,105.002,105.005,104.996,104.999,105.005,105.008,104.999,105.002
2016/11/09 08:57:00,104.999,105.016,104.998,105.007,105.002,105.019,105.001,105.01
2016/11/09 08:58:00,105.007,105.063,105.006,105.033,105.01,105.069,105.009,105.036
2016/11/09 08:59:00,105.033,105.035,104.988,104.988,105.036,105.045,104.991,104.991
2016/11/09 09:00:00,104.988,105.009,104.95,104.974,104.991,105.012,104.965,104.977
2016/11/09 09:01:00,104.974,105.03,104.973,105.03,104.977,105.033,104.976,105.033
2016/11/09 09:02:00,105.03,105.03,105.016,105.02,105.033,105.033,105.019,105.023
2016/11/09 09:03:00,105.02,105.044,104.986,104.995,105.023,105.047,104.996,104.998
2016/11/09 09:04:00,104.995,105.001,104.983,104.995,104.998,105.015,104.992,104.998
2016/11/09 09:05:00,104.995,105,104.959,104.977,104.998,105.016,104.964,104.98
2016/11/09 09:06:00,104.977,105.003,104.8,104.8,104.98,105.029,104.843,104.843
2016/11/09 09:07:00,104.8,104.878,104.632,104.837,104.843,104.916,104.675,104.865
2016/11/09 09:08:00,104.837,104.921,104.803,104.822,104.865,104.924,104.836,104.861
2016/11/09 09:09:00,104.822,104.839,104.765,104.825,104.861,104.874,104.803,104.861
2016/11/09 09:10:00,104.825,104.88,104.823,104.868,104.861,104.91,104.844,104.871
2016/11/09 09:11:00,104.868,104.93,104.857,104.881,104.871,104.953,104.87,104.922
2016/11/09 09:12:00,104.881,104.924,104.865,104.878,104.922,104.952,104.886,104.914
2016/11/09 09:13:00,104.878,104.879,104.754,104.758,104.914,104.915,104.791,104.794
2016/11/09 09:14:00,104.758,104.781,104.464,104.581,104.794,104.821,104.506,104.625
2016/11/09 09:15:00,104.581,104.694,104.554,104.688,104.625,104.709,104.59,104.691
2016/11/09 09:16:00,104.688,104.752,104.67,104.738,104.691,104.762,104.691,104.741
2016/11/09 09:17:00,104.738,104.851,104.707,104.803,104.741,104.868,104.732,104.839
2016/11/09 09:18:00,104.803,104.842,104.738,104.79,104.839,104.859,104.772,104.793
2016/11/09 09:19:00,104.79,104.896,104.766,104.805,104.793,104.918,104.79,104.833
2016/11/09 09:20:00,104.805,104.838,104.741,104.814,104.833,104.866,104.779,104.85
2016/11/09 09:21:00,104.814,104.83,104.65,104.679,104.85,104.85,104.686,104.715
2016/11/09 09:22:00,104.679,104.723,104.596,104.7,104.715,104.759,104.622,104.736
2016/11/09 09:23:00,104.7,104.786,104.683,104.746,104.736,104.818,104.726,104.782
2016/11/09 09:24:00,104.746,104.834,104.735,104.803,104.782,104.849,104.757,104.839
2016/11/09 09:25:00,104.803,104.889,104.716,104.87,104.839,104.91,104.756,104.906
2016/11/09 09:26:00,104.87,104.916,104.836,104.892,104.906,104.949,104.872,104.928
2016/11/09 09:27:00,104.892,104.952,104.868,104.932,104.928,104.988,104.901,104.935
2016/11/09 09:28:00,104.932,105.016,104.905,104.942,104.935,105.039,104.929,104.985
2016/11/09 09:29:00,104.942,104.988,104.906,104.975,104.985,105.013,104.942,104.978
2016/11/09 09:30:00,104.975,104.988,104.919,104.928,104.978,105.003,104.955,104.964
2016/11/09 09:31:00,104.928,104.932,104.739,104.74,104.964,104.968,104.777,104.779
2016/11/09 09:32:00,104.74,104.844,104.726,104.831,104.779,104.872,104.765,104.834
2016/11/09 09:33:00,104.831,104.862,104.734,104.822,104.834,104.884,104.752,104.825
2016/11/09 09:34:00,104.822,104.822,104.718,104.745,104.825,104.834,104.755,104.781
2016/11/09 09:35:00,104.745,104.805,104.725,104.766,104.781,104.819,104.74,104.769
2016/11/09 09:36:00,104.766,104.781,104.711,104.749,104.769,104.811,104.728,104.752
