日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
2016/12/28 07:00:00,117.385,117.399,117.374,117.399,117.465,117.467,117.441,117.46
2016/12/28 07:01:00,117.399,117.4,117.395,117.396,117.46,117.461,117.456,117.457
2016/12/28 07:02:00,117.396,117.399,117.394,117.399,117.457,117.457,117.452,117.453
2016/12/28 07:03:00,117.399,117.404,117.399,117.399,117.453,117.458,117.451,117.451
2016/12/28 07:04:00,117.399,117.409,117.398,117.409,117.451,117.462,117.45,117.462
2016/12/28 07:05:00,117.409,117.409,117.403,117.403,117.462,117.462,117.455,117.455
2016/12/28 07:06:00,117.403,117.416,117.403,117.413,117.455,117.468,117.455,117.466
2016/12/28 07:07:00,117.413,117.415,117.412,117.412,117.466,117.468,117.464,117.464
2016/12/28 07:08:00,117.412,117.417,117.407,117.407,117.464,117.467,117.459,117.459
2016/12/28 07:09:00,117.407,117.408,117.402,117.403,117.459,117.459,117.452,117.455
2016/12/28 07:10:00,117.403,117.404,117.395,117.399,117.455,117.456,117.448,117.451
2016/12/28 07:11:00,117.399,117.4,117.396,117.399,117.451,117.452,117.448,117.451
2016/12/28 07:12:00,117.399,117.404,117.398,117.401,117.451,117.456,117.45,117.454
2016/12/28 07:13:00,117.401,117.415,117.392,117.393,117.454,117.454,117.414,117.434
2016/12/28 07:14:00,117.393,117.405,117.393,117.402,117.434,117.455,117.434,117.446
2016/12/28 07:15:00,117.402,117.412,117.397,117.412,117.446,117.455,117.444,117.449
2016/12/28 07:16:00,117.412,117.412,117.39,117.391,117.449,117.449,117.443,117.444
2016/12/28 07:17:00,117.391,117.398,117.391,117.392,117.444,117.45,117.443,117.445
2016/12/28 07:18:00,117.392,117.403,117.392,117.397,117.445,117.45,117.439,117.441
2016/12/28 07:19:00,117.397,117.403,117.397,117.398,117.441,117.447,117.44,117.441
2016/12/28 07:20:00,117.398,117.404,117.398,117.401,117.441,117.448,117.441,117.444
2016/12/28 07:21:00,117.401,117.406,117.399,117.402,117.444,117.449,117.443,117.445
2016/12/28 07:22:00,117.402,117.402,117.392,117.397,117.445,117.445,117.439,117.44
2016/12/28 07:23:00,117.397,117.399,117.395,117.398,117.44,117.442,117.438,117.441
2016/12/28 07:24:00,117.398,117.4,117.396,117.396,117.441,117.443,117.439,117.439
2016/12/28 07:25:00,117.396,117.402,117.396,117.398,117.439,117.441,117.436,117.437
2016/12/28 07:26:00,117.398,117.419,117.396,117.418,117.437,117.442,117.417,117.421
2016/12/28 07:27:00,117.418,117.418,117.411,117.411,117.421,117.421,117.414,117.414
2016/12/28 07:28:00,117.411,117.418,117.411,117.417,117.414,117.421,117.414,117.42
2016/12/28 07:29:00,117.417,117.424,117.417,117.418,117.42,117.427,117.42,117.421
2016/12/28 07:30:00,117.418,117.428,117.416,117.418,117.421,117.431,117.419,117.421
2016/12/28 07:31:00,117.418,117.419,117.417,117.417,117.421,117.422,117.42,117.42
2016/12/28 07:32:00,117.417,117.422,117.416,117.419,117.42,117.425,117.419,117.422
2016/12/28 07:33:00,117.419,117.423,117.418,117.423,117.422,117.426,117.421,117.426
2016/12/28 07:34:00,117.423,117.426,117.419,117.421,117.426,117.429,117.422,117.424
2016/12/28 07:35:00,117.421,117.426,117.42,117.42,117.424,117.429,117.423,117.423
2016/12/28 07:36:00,117.42,117.424,117.419,117.423,117.423,117.427,117.422,117.426
2016/12/28 07:37:00,117.423,117.425,117.401,117.417,117.426,117.446,117.418,117.42
2016/12/28 07:38:00,117.417,117.424,117.417,117.421,117.42,117.427,117.42,117.424
2016/12/28 07:39:00,117.421,117.425,117.402,117.422,117.424,117.446,117.421,117.425
2016/12/28 07:40:00,117.422,117.424,117.42,117.421,117.425,117.427,117.423,117.424
2016/12/28 07:41:00,117.421,117.427,117.421,117.425,117.424,117.43,117.424,117.428
2016/12/28 07:42:00,117.425,117.427,117.402,117.425,117.428,117.451,117.425,117.428
2016/12/28 07:43:00,117.425,117.426,117.423,117.424,117.428,117.429,117.426,117.427
2016/12/28 07:44:00,117.424,117.428,117.424,117.428,117.427,117.431,117.427,117.431
2016/12/28 07:45:00,117.428,117.429,117.42,117.427,117.431,117.432,117.423,117.43
2016/12/28 07:46:00,117.427,117.431,117.422,117.424,117.43,117.434,117.425,117.427
2016/12/28 07:47:00,117.424,117.481,117.413,117.453,117.427,117.507,117.426,117.456
2016/12/28 07:48:00,117.453,117.475,117.448,117.467,117.456,117.478,117.451,117.47
2016/12/28 07:49:00,117.467,117.472,117.46,117.466,117.47,117.475,117.463,117.469
2016/12/28 07:50:00,117.466,117.468,117.461,117.465,117.469,117.471,117.464,117.468
2016/12/28 07:51:00,117.465,117.467,117.459,117.459,117.468,117.47,117.462,117.462
2016/12/28 07:52:00,117.459,117.464,117.457,117.459,117.462,117.467,117.46,117.462
2016/12/28 07:53:00,117.459,117.462,117.449,117.45,117.462,117.465,117.452,117.453
2016/12/28 07:54:00,117.45,117.455,117.432,117.448,117.453,117.471,117.449,117.451
2016/12/28 07:55:00,117.448,117.46,117.443,117.46,117.451,117.463,117.446,117.463
2016/12/28 07:56:00,117.46,117.461,117.452,117.452,117.463,117.464,117.455,117.455
2016/12/28 07:57:00,117.452,117.465,117.449,117.465,117.455,117.468,117.452,117.468
2016/12/28 07:58:00,117.465,117.465,117.452,117.454,117.468,117.468,117.455,117.457
2016/12/28 07:59:00,117.454,117.456,117.448,117.45,117.457,117.459,117.451,117.453
2016/12/28 08:00:00,117.45,117.46,117.442,117.442,117.453,117.463,117.445,117.445
2016/12/28 08:01:00,117.442,117.451,117.437,117.445,117.445,117.454,117.44,117.448
2016/12/28 08:02:00,117.445,117.453,117.444,117.448,117.448,117.456,117.447,117.451
2016/12/28 08:03:00,117.448,117.448,117.442,117.442,117.451,117.451,117.445,117.445
2016/12/28 08:04:00,117.442,117.447,117.441,117.446,117.445,117.45,117.444,117.449
2016/12/28 08:05:00,117.446,117.449,117.439,117.445,117.449,117.452,117.442,117.448
2016/12/28 08:06:00,117.445,117.453,117.444,117.45,117.448,117.456,117.447,117.453
2016/12/28 08:07:00,117.45,117.479,117.45,117.472,117.453,117.482,117.453,117.475
2016/12/28 08:08:00,117.472,117.472,117.464,117.467,117.475,117.475,117.467,117.47
2016/12/28 08:09:00,117.467,117.476,117.466,117.47,117.47,117.479,117.469,117.473
2016/12/28 08:10:00,117.47,117.492,117.467,117.486,117.473,117.495,117.47,117.489
2016/12/28 08:11:00,117.486,117.498,117.475,117.491,117.489,117.517,117.487,117.494
2016/12/28 08:12:00,117.491,117.5,117.487,117.498,117.494,117.503,117.49,117.501
2016/12/28 08:13:00,117.498,117.502,117.475,117.493,117.501,117.514,117.494,117.496
2016/12/28 08:14:00,117.493,117.497,117.485,117.488,117.496,117.5,117.488,117.491
2016/12/28 08:15:00,117.488,117.488,117.475,117.48,117.491,117.491,117.478,117.483
2016/12/28 08:16:00,117.48,117.484,117.475,117.475,117.483,117.487,117.478,117.478
2016/12/28 08:17:00,117.475,117.481,117.473,117.478,117.478,117.484,117.476,117.481
2016/12/28 08:18:00,117.478,117.488,117.476,117.485,117.481,117.491,117.479,117.488
2016/12/28 08:19:00,117.485,117.488,117.478,117.482,117.488,117.491,117.481,117.485
2016/12/28 08:20:00,117.482,117.495,117.479,117.493,117.485,117.498,117.482,117.496
2016/12/28 08:21:00,117.493,117.499,117.487,117.493,117.496,117.502,117.49,117.496
2016/12/28 08:22:00,117.493,117.496,117.491,117.493,117.496,117.499,117.494,117.496
2016/12/28 08:23:00,117.493,117.496,117.485,117.492,117.496,117.499,117.488,117.495
2016/12/28 08:24:00,117.492,117.495,117.488,117.491,117.495,117.498,117.491,117.494
2016/12/28 08:25:00,117.491,117.505,117.484,117.505,117.494,117.508,117.487,117.508
2016/12/28 08:26:00,117.505,117.508,117.498,117.506,117.508,117.511,117.501,117.509
2016/12/28 08:27:00,117.506,117.509,117.499,117.505,117.509,117.512,117.502,117.508
2016/12/28 08:28:00,117.505,117.52,117.504,117.517,117.508,117.523,117.507,117.52
2016/12/28 08:29:00,117.517,117.525,117.514,117.522,117.52,117.528,117.517,117.525
2016/12/28 08:30:00,117.522,117.537,117.521,117.524,117.525,117.54,117.524,117.527
2016/12/28 08:31:00,117.524,117.524,117.51,117.51,117.527,117.527,117.513,117.513
2016/12/28 08:32:00,117.51,117.512,117.501,117.504,117.513,117.515,117.504,117.507
2016/12/28 08:33:00,117.504,117.538,117.502,117.526,117.507,117.541,117.505,117.529
2016/12/28 08:34:00,117.526,117.531,117.526,117.528,117.529,117.534,117.529,117.531
2016/12/28 08:35:00,117.528,117.528,117.517,117.524,117.531,117.531,117.52,117.527
2016/12/28 08:36:00,117.524,117.529,117.522,117.525,117.527,117.532,117.525,117.528
2016/12/28 08:37:00,117.525,117.53,117.525,117.53,117.528,117.533,117.528,117.533
2016/12/28 08:38:00,117.53,117.53,117.519,117.524,117.533,117.533,117.522,117.527
2016/12/28 08:39:00,117.524,117.524,117.505,117.512,117.527,117.527,117.508,117.515
2016/12/28 08:40:00,117.512,117.513,117.492,117.502,117.515,117.516,117.495,117.505
2016/12/28 08:41:00,117.502,117.504,117.497,117.5,117.505,117.507,117.5,117.503
2016/12/28 08:42:00,117.5,117.501,117.498,117.5,117.503,117.504,117.501,117.503
2016/12/28 08:43:00,117.5,117.501,117.497,117.497,117.503,117.504,117.5,117.5
2016/12/28 08:44:00,117.497,117.499,117.487,117.495,117.5,117.502,117.49,117.498
2016/12/28 08:45:00,117.495,117.498,117.476,117.496,117.498,117.501,117.479,117.499
2016/12/28 08:46:00,117.496,117.498,117.483,117.49,117.499,117.501,117.486,117.493
2016/12/28 08:47:00,117.49,117.506,117.489,117.498,117.493,117.509,117.492,117.501
2016/12/28 08:48:00,117.498,117.503,117.493,117.502,117.501,117.506,117.496,117.505
2016/12/28 08:49:00,117.502,117.507,117.481,117.481,117.505,117.524,117.501,117.519
2016/12/28 08:50:00,117.481,117.504,117.48,117.496,117.519,117.524,117.499,117.499
2016/12/28 08:51:00,117.496,117.496,117.485,117.487,117.499,117.499,117.488,117.49
2016/12/28 08:52:00,117.487,117.5,117.486,117.499,117.49,117.503,117.489,117.502
2016/12/28 08:53:00,117.499,117.514,117.492,117.514,117.502,117.517,117.495,117.517
2016/12/28 08:54:00,117.514,117.516,117.504,117.513,117.517,117.519,117.507,117.516
2016/12/28 08:55:00,117.513,117.513,117.504,117.508,117.516,117.516,117.507,117.511
2016/12/28 08:56:00,117.508,117.508,117.496,117.497,117.511,117.511,117.499,117.5
2016/12/28 08:57:00,117.497,117.5,117.488,117.491,117.5,117.503,117.491,117.494
2016/12/28 08:58:00,117.491,117.505,117.485,117.494,117.494,117.508,117.488,117.497
2016/12/28 08:59:00,117.494,117.497,117.482,117.482,117.497,117.5,117.485,117.485
2016/12/28 09:00:00,117.482,117.498,117.479,117.495,117.485,117.501,117.482,117.498
2016/12/28 09:01:00,117.495,117.495,117.455,117.46,117.498,117.498,117.458,117.463
2016/12/28 09:02:00,117.46,117.491,117.447,117.487,117.463,117.494,117.45,117.49
2016/12/28 09:03:00,117.487,117.487,117.462,117.467,117.49,117.49,117.465,117.47
2016/12/28 09:04:00,117.467,117.472,117.412,117.42,117.47,117.475,117.415,117.423
2016/12/28 09:05:00,117.42,117.437,117.414,117.427,117.423,117.44,117.417,117.43
2016/12/28 09:06:00,117.427,117.447,117.417,117.422,117.43,117.45,117.42,117.425
2016/12/28 09:07:00,117.422,117.446,117.422,117.443,117.425,117.449,117.425,117.446
2016/12/28 09:08:00,117.443,117.449,117.437,117.44,117.446,117.452,117.44,117.443
2016/12/28 09:09:00,117.44,117.447,117.433,117.439,117.443,117.45,117.436,117.442
2016/12/28 09:10:00,117.439,117.44,117.424,117.436,117.442,117.443,117.427,117.439
2016/12/28 09:11:00,117.436,117.46,117.436,117.451,117.439,117.463,117.439,117.454
2016/12/28 09:12:00,117.451,117.456,117.442,117.449,117.454,117.459,117.445,117.452
2016/12/28 09:13:00,117.449,117.466,117.443,117.462,117.452,117.469,117.446,117.465
2016/12/28 09:14:00,117.462,117.468,117.458,117.463,117.465,117.471,117.461,117.466
2016/12/28 09:15:00,117.463,117.483,117.463,117.472,117.466,117.486,117.466,117.475
2016/12/28 09:16:00,117.472,117.492,117.469,117.477,117.475,117.495,117.472,117.48
2016/12/28 09:17:00,117.477,117.511,117.477,117.492,117.48,117.514,117.48,117.495
2016/12/28 09:18:00,117.492,117.512,117.488,117.502,117.495,117.515,117.491,117.505
2016/12/28 09:19:00,117.502,117.522,117.497,117.511,117.505,117.525,117.5,117.514
2016/12/28 09:20:00,117.511,117.516,117.498,117.499,117.514,117.519,117.501,117.502
2016/12/28 09:21:00,117.499,117.505,117.479,117.482,117.502,117.508,117.482,117.485
2016/12/28 09:22:00,117.482,117.485,117.477,117.483,117.485,117.488,117.48,117.486
2016/12/28 09:23:00,117.483,117.492,117.471,117.472,117.486,117.495,117.474,117.475
2016/12/28 09:24:00,117.472,117.473,117.444,117.45,117.475,117.476,117.447,117.453
2016/12/28 09:25:00,117.45,117.46,117.45,117.457,117.453,117.463,117.453,117.46
2016/12/28 09:26:00,117.457,117.469,117.452,117.455,117.46,117.472,117.455,117.458
2016/12/28 09:27:00,117.455,117.457,117.443,117.456,117.458,117.46,117.446,117.459
2016/12/28 09:28:00,117.456,117.459,117.441,117.45,117.459,117.462,117.444,117.453
2016/12/28 09:29:00,117.45,117.45,117.423,117.44,117.453,117.453,117.426,117.443
2016/12/28 09:30:00,117.44,117.446,117.436,117.445,117.443,117.449,117.439,117.448
2016/12/28 09:31:00,117.445,117.481,117.444,117.481,117.448,117.484,117.447,117.484
2016/12/28 09:32:00,117.481,117.482,117.461,117.473,117.484,117.485,117.464,117.476
2016/12/28 09:33:00,117.473,117.475,117.435,117.442,117.476,117.478,117.438,117.445
2016/12/28 09:34:00,117.442,117.444,117.429,117.437,117.445,117.447,117.432,117.44
2016/12/28 09:35:00,117.437,117.44,117.433,117.437,117.44,117.443,117.436,117.44
2016/12/28 09:36:00,117.437,117.445,117.435,117.439,117.44,117.448,117.438,117.442
2016/12/28 09:37:00,117.439,117.44,117.409,117.413,117.442,117.443,117.412,117.416
2016/12/28 09:38:00,117.413,117.421,117.401,117.405,117.416,117.424,117.404,117.408
2016/12/28 09:39:00,117.405,117.413,117.401,117.404,117.408,117.416,117.404,117.407
2016/12/28 09:40:00,117.404,117.404,117.387,117.39,117.407,117.407,117.39,117.393
2016/12/28 09:41:00,117.39,117.39,117.37,117.381,117.393,117.393,117.373,117.384
2016/12/28 09:42:00,117.381,117.393,117.378,117.385,117.384,117.396,117.381,117.388
2016/12/28 09:43:00,117.385,117.388,117.38,117.385,117.388,117.391,117.383,117.388
2016/12/28 09:44:00,117.385,117.42,117.384,117.406,117.388,117.423,117.387,117.409
2016/12/28 09:45:00,117.406,117.418,117.401,117.411,117.409,117.421,117.404,117.414
2016/12/28 09:46:00,117.411,117.415,117.405,117.409,117.414,117.418,117.408,117.412
2016/12/28 09:47:00,117.409,117.42,117.408,117.412,117.412,117.423,117.411,117.415
2016/12/28 09:48:00,117.412,117.415,117.398,117.4,117.415,117.418,117.401,117.403
2016/12/28 09:49:00,117.4,117.404,117.392,117.4,117.403,117.407,117.395,117.403
2016/12/28 09:50:00,117.4,117.4,117.387,117.396,117.403,117.403,117.39,117.399
2016/12/28 09:51:00,117.396,117.468,117.394,117.45,117.399,117.471,117.397,117.453
2016/12/28 09:52:00,117.45,117.461,117.438,117.442,117.453,117.464,117.441,117.445
2016/12/28 09:53:00,117.442,117.522,117.442,117.497,117.445,117.525,117.445,117.5
2016/12/28 09:54:00,117.497,117.663,117.496,117.622,117.5,117.666,117.499,117.625
2016/12/28 09:55:00,117.622,117.637,117.59,117.624,117.625,117.642,117.593,117.627
2016/12/28 09:56:00,117.624,117.627,117.589,117.593,117.627,117.63,117.592,117.596
2016/12/28 09:57:00,117.593,117.635,117.588,117.634,117.596,117.638,117.591,117.637
2016/12/28 09:58:00,117.634,117.637,117.597,117.6,117.637,117.64,117.6,117.603
2016/12/28 09:59:00,117.6,117.601,117.584,117.585,117.603,117.604,117.587,117.588
2016/12/28 10:00:00,117.585,117.589,117.57,117.575,117.588,117.592,117.573,117.578
2016/12/28 10:01:00,117.575,117.582,117.569,117.572,117.578,117.585,117.572,117.575
2016/12/28 10:02:00,117.572,117.585,117.567,117.584,117.575,117.588,117.57,117.587
2016/12/28 10:03:00,117.584,117.598,117.581,117.593,117.587,117.601,117.584,117.596
2016/12/28 10:04:00,117.593,117.594,117.583,117.591,117.596,117.597,117.586,117.594
2016/12/28 10:05:00,117.591,117.625,117.587,117.619,117.594,117.628,117.59,117.622
2016/12/28 10:06:00,117.619,117.62,117.596,117.596,117.622,117.623,117.599,117.599
2016/12/28 10:07:00,117.596,117.601,117.584,117.588,117.599,117.604,117.587,117.591
2016/12/28 10:08:00,117.588,117.602,117.583,117.583,117.591,117.605,117.586,117.586
2016/12/28 10:09:00,117.583,117.62,117.583,117.614,117.586,117.623,117.586,117.617
2016/12/28 10:10:00,117.614,117.614,117.589,117.599,117.617,117.617,117.592,117.602
2016/12/28 10:11:00,117.599,117.623,117.583,117.618,117.602,117.626,117.586,117.621
2016/12/28 10:12:00,117.618,117.625,117.612,117.62,117.621,117.628,117.615,117.623
2016/12/28 10:13:00,117.62,117.621,117.613,117.613,117.623,117.624,117.616,117.616
2016/12/28 10:14:00,117.613,117.621,117.602,117.615,117.616,117.624,117.605,117.618
2016/12/28 10:15:00,117.615,117.623,117.609,117.612,117.618,117.626,117.612,117.615
2016/12/28 10:16:00,117.612,117.615,117.6,117.609,117.615,117.618,117.603,117.612
2016/12/28 10:17:00,117.609,117.615,117.6,117.605,117.612,117.618,117.603,117.608
2016/12/28 10:18:00,117.605,117.607,117.6,117.605,117.608,117.61,117.603,117.608
2016/12/28 10:19:00,117.605,117.608,117.595,117.6,117.608,117.611,117.598,117.603
2016/12/28 10:20:00,117.6,117.618,117.582,117.583,117.603,117.621,117.585,117.586
2016/12/28 10:21:00,117.583,117.587,117.564,117.572,117.586,117.59,117.567,117.575
2016/12/28 10:22:00,117.572,117.586,117.566,117.578,117.575,117.589,117.569,117.581
2016/12/28 10:23:00,117.578,117.587,117.578,117.585,117.581,117.59,117.581,117.588
2016/12/28 10:24:00,117.585,117.602,117.581,117.594,117.588,117.605,117.584,117.597
2016/12/28 10:25:00,117.594,117.613,117.594,117.598,117.597,117.616,117.597,117.601
2016/12/28 10:26:00,117.598,117.601,117.591,117.596,117.601,117.604,117.594,117.599
2016/12/28 10:27:00,117.596,117.608,117.594,117.606,117.599,117.611,117.597,117.609
2016/12/28 10:28:00,117.606,117.618,117.605,117.616,117.609,117.621,117.608,117.619
2016/12/28 10:29:00,117.616,117.62,117.604,117.605,117.619,117.623,117.607,117.608
2016/12/28 10:30:00,117.605,117.657,117.604,117.657,117.608,117.66,117.607,117.66
2016/12/28 10:31:00,117.657,117.657,117.632,117.632,117.66,117.66,117.635,117.635
2016/12/28 10:32:00,117.632,117.646,117.628,117.643,117.635,117.649,117.631,117.646
2016/12/28 10:33:00,117.643,117.657,117.637,117.637,117.646,117.66,117.64,117.64
2016/12/28 10:34:00,117.637,117.645,117.636,117.638,117.64,117.648,117.639,117.641
2016/12/28 10:35:00,117.638,117.648,117.631,117.635,117.641,117.651,117.634,117.638
2016/12/28 10:36:00,117.635,117.637,117.629,117.631,117.638,117.64,117.632,117.634
2016/12/28 10:37:00,117.631,117.637,117.619,117.629,117.634,117.64,117.622,117.632
2016/12/28 10:38:00,117.629,117.634,117.626,117.628,117.632,117.637,117.629,117.631
2016/12/28 10:39:00,117.628,117.644,117.628,117.632,117.631,117.647,117.631,117.635
2016/12/28 10:40:00,117.632,117.634,117.626,117.629,117.635,117.637,117.629,117.632
2016/12/28 10:41:00,117.629,117.63,117.602,117.602,117.632,117.633,117.605,117.605
2016/12/28 10:42:00,117.602,117.623,117.594,117.617,117.605,117.626,117.597,117.62
2016/12/28 10:43:00,117.617,117.625,117.615,117.619,117.62,117.628,117.618,117.622
2016/12/28 10:44:00,117.619,117.629,117.616,117.621,117.622,117.632,117.619,117.624
2016/12/28 10:45:00,117.621,117.633,117.619,117.623,117.624,117.636,117.622,117.626
2016/12/28 10:46:00,117.623,117.628,117.619,117.624,117.626,117.631,117.622,117.627
2016/12/28 10:47:00,117.624,117.626,117.609,117.619,117.627,117.629,117.612,117.622
2016/12/28 10:48:00,117.619,117.622,117.617,117.618,117.622,117.625,117.62,117.621
2016/12/28 10:49:00,117.618,117.626,117.612,117.614,117.621,117.629,117.615,117.617
2016/12/28 10:50:00,117.614,117.622,117.611,117.618,117.617,117.625,117.614,117.621
2016/12/28 10:51:00,117.618,117.624,117.605,117.607,117.621,117.627,117.608,117.61
2016/12/28 10:52:00,117.607,117.608,117.592,117.597,117.61,117.611,117.595,117.6
2016/12/28 10:53:00,117.597,117.598,117.591,117.595,117.6,117.601,117.594,117.598
2016/12/28 10:54:00,117.595,117.621,117.594,117.605,117.598,117.624,117.597,117.608
2016/12/28 10:55:00,117.605,117.617,117.601,117.613,117.608,117.62,117.604,117.616
2016/12/28 10:56:00,117.613,117.613,117.578,117.588,117.616,117.616,117.581,117.591
2016/12/28 10:57:00,117.588,117.624,117.58,117.618,117.591,117.627,117.583,117.621
2016/12/28 10:58:00,117.618,117.633,117.614,117.625,117.621,117.636,117.617,117.628
2016/12/28 10:59:00,117.625,117.652,117.616,117.651,117.628,117.655,117.619,117.654
2016/12/28 11:00:00,117.651,117.666,117.631,117.662,117.654,117.669,117.634,117.665
2016/12/28 11:01:00,117.662,117.678,117.656,117.673,117.665,117.681,117.659,117.676
2016/12/28 11:02:00,117.673,117.694,117.671,117.687,117.676,117.697,117.674,117.69
2016/12/28 11:03:00,117.687,117.695,117.677,117.683,117.69,117.698,117.68,117.686
2016/12/28 11:04:00,117.683,117.684,117.673,117.675,117.686,117.687,117.676,117.678
2016/12/28 11:05:00,117.675,117.679,117.671,117.674,117.678,117.682,117.674,117.677
2016/12/28 11:06:00,117.674,117.677,117.655,117.656,117.677,117.68,117.658,117.659
