日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
2016/03/21 07:00:00,111.536,111.536,111.473,111.503,111.56,111.56,111.509,111.539
2016/03/21 07:01:00,111.503,111.515,111.462,111.47,111.539,111.557,111.51,111.519
2016/03/21 07:02:00,111.47,111.482,111.453,111.454,111.519,111.519,111.489,111.49
2016/03/21 07:03:00,111.454,111.462,111.403,111.409,111.49,111.494,111.439,111.445
2016/03/21 07:04:00,111.409,111.426,111.38,111.416,111.445,111.452,111.416,111.452
2016/03/21 07:05:00,111.416,111.437,111.402,111.434,111.452,111.473,111.421,111.47
2016/03/21 07:06:00,111.434,111.438,111.377,111.378,111.47,111.474,111.404,111.414
2016/03/21 07:07:00,111.378,111.394,111.317,111.351,111.414,111.419,111.353,111.387
2016/03/21 07:08:00,111.351,111.374,111.341,111.371,111.387,111.41,111.371,111.407
2016/03/21 07:09:00,111.371,111.39,111.371,111.387,111.407,111.426,111.407,111.423
2016/03/21 07:10:00,111.387,111.391,111.325,111.364,111.423,111.423,111.339,111.367
2016/03/21 07:11:00,111.364,111.371,111.341,111.362,111.367,111.387,111.36,111.365
2016/03/21 07:12:00,111.362,111.409,111.348,111.395,111.365,111.424,111.362,111.398
2016/03/21 07:13:00,111.395,111.399,111.378,111.382,111.398,111.402,111.381,111.385
2016/03/21 07:14:00,111.382,111.412,111.38,111.41,111.385,111.429,111.383,111.413
2016/03/21 07:15:00,111.41,111.432,111.41,111.43,111.413,111.449,111.413,111.433
2016/03/21 07:16:00,111.43,111.433,111.405,111.431,111.433,111.444,111.414,111.434
2016/03/21 07:17:00,111.431,111.462,111.428,111.461,111.434,111.475,111.431,111.464
2016/03/21 07:18:00,111.461,111.462,111.435,111.45,111.464,111.465,111.438,111.453
2016/03/21 07:19:00,111.45,111.463,111.431,111.433,111.453,111.478,111.452,111.459
2016/03/21 07:20:00,111.433,111.438,111.411,111.413,111.459,111.46,111.426,111.439
2016/03/21 07:21:00,111.413,111.453,111.407,111.423,111.439,111.468,111.421,111.449
2016/03/21 07:22:00,111.423,111.43,111.408,111.412,111.449,111.451,111.428,111.437
2016/03/21 07:23:00,111.412,111.449,111.396,111.441,111.437,111.475,111.41,111.466
2016/03/21 07:24:00,111.441,111.449,111.426,111.426,111.466,111.475,111.441,111.452
2016/03/21 07:25:00,111.426,111.438,111.402,111.437,111.452,111.453,111.424,111.44
